UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,117,69.4,95.36,4.64,72.036,72.5,47.980384,High,Immediate,MC-4481,Line 201
4482,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,116.25,96.02,100,0,54.1944,85.7777777777778,82.3638222222222,Medium,Plan,MC-4482,Line 102
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,115.8,96.26,100,0,57.8592,87.1111111111111,83.8531555555555,Medium,Plan,MC-4483,Line 201
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,115.05,96.14,99.11,0.890000000000001,63.5803,82.7222222222222,78.8213350588889,Medium,Plan,MC-4484,Line 101
4485,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,114.75,95.98,98.99,1.01000000000001,62.5381,80.6111111111111,76.5891019455556,Medium,Plan,MC-4485,Line 102
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,114.3,95.62,100,0,55.0494,85.6666666666667,81.9144666666667,Medium,Plan,MC-4486,Line 101
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,114,92.44,100,0,39.693,100,92.44,Low,Normal,MC-4487,Line 102
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,113.55,95.58,100,0,52.414,79.7777777777778,76.2516,Medium,Plan,MC-4488,Line 101
4489,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,113.25,95.72,100,0,56.7384,83.8333333333333,80.2452666666667,Medium,Plan,MC-4489,Line 102
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,112.8,96.04,99.86,0.140000000000001,59.7774,82.6111111111111,79.2286355155556,Medium,Plan,MC-4490,Line 101
4491,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,112.5,92.06,100,0,39.9301,100,92.06,Low,Normal,MC-4491,Line 101
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,112.2,93.26,95.93,4.06999999999999,75.0997,78.2777777777778,70.0306800344445,Medium,Plan,MC-4492,Line 201
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,111.45,92.44,94.98,5.02,80.088,78.8888888888889,69.2640594666667,Warning,Normal,MC-4493,Line 102
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,111,95.14,100,0,56.9647,83.9444444444444,79.8647444444444,Medium,Plan,MC-4494,Line 101
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,110.7,93.54,100,0,49.6349,91.6111111111111,85.6930333333333,Low,Normal,MC-4495,Line 201
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,109.95,67.99,94.76,5.23999999999999,77.7348,75.5,48.64262962,High,Immediate,MC-4496,Line 101
4497,M19356,M,302.5,310.4,1605,36,69,0,0,0,0,0,0,109.65,94.44,100,0,57.78,89.1666666666667,84.209,Medium,Plan,MC-4497,Line 102
4498,L51677,L,302.5,310.3,1523,36,72,0,0,0,0,0,0,109.2,94.32,100,0,54.828,84.6111111111111,79.8052,Medium,Plan,MC-4498,Line 101
4499,H33912,H,302.6,310.4,1614,36,74,0,0,0,0,0,0,108.9,94.24,100,0,58.104,89.6666666666667,84.5018666666667,Medium,Plan,MC-4499,Line 201
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,108.15,92.32,100,0,47.1554,95.6111111111111,88.2681777777778,Low,Normal,MC-4500,Line 201
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,107.4,93.88,100,0,59.2956,91,85.4308,Low,Normal,MC-4501,Line 101
4502,L51681,L,302.5,310.2,1307,54,86,1,0,1,0,0,0,107.1,67.42,95.76,4.23999999999999,70.578,72.6111111111111,46.87874408,High,Immediate,MC-4502,Line 101
4503,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,106.8,92.14,100,0,46.4686,91.2222222222222,84.0521555555556,Medium,Plan,MC-4503,Line 101
4504,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,106.5,92.5,100,0,53.4055,97.2777777777778,89.9819444444445,Low,Normal,MC-4504,Line 102
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,106.05,92.6,100,0,51.982,91.3888888888889,84.6261111111111,Medium,Plan,MC-4505,Line 101
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,105.75,92.84,97.94,2.06,66.7368,79.2222222222222,72.0347829422222,Medium,Plan,MC-4506,Line 101
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,105.45,93.44,100,0,55.632,84.4444444444444,78.9048888888889,Medium,Plan,MC-4507,Line 102
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,105,92.36,100,0,54.3462,94.9444444444444,87.6906888888889,Low,Normal,MC-4508,Line 101
4509,L51688,L,302.4,310,1426,46.6,102,0,0,0,0,0,0,104.7,92.6,98.02,1.98,66.4516,79.2222222222222,71.9072541777778,Medium,Plan,MC-4509,Line 101
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,104.4,93.1,98.87,1.13000000000001,62.4473,79.3888888888889,73.0758606277778,Medium,Plan,MC-4510,Line 101
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,104.1,66.82,93.24,6.75999999999999,83.9904,74.7777777777778,46.58877496,High,Immediate,MC-4511,Line 101
4512,L51691,L,302.5,310.2,1454,43,108,0,0,0,0,0,0,103.8,93.08,99.06,0.939999999999998,62.522,80.7777777777778,74.4811887733333,Medium,Plan,MC-4512,Line 101
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,103.5,91.7,97.09,2.91,69.8445,78.3888888888889,69.7908271277778,Warning,Normal,MC-4513,Line 102
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,103.05,90.36,100,0,46.36,100,90.36,Low,Normal,MC-4514,Line 101
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,102.75,92.64,100,0,53.5398,82.1666666666667,76.1192,Medium,Plan,MC-4515,Line 101
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,102.45,91.68,97.46,2.54000000000001,68.203,78.6111111111111,70.2400717333333,Medium,Plan,MC-4516,Line 101
4517,L51696,L,302.5,310.3,1539,39,119,0,0,0,0,0,0,102.15,93.04,100,0,60.021,85.5,79.5492,Medium,Plan,MC-4517,Line 101
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,101.85,91.48,100,0,48.032,84.4444444444444,77.2497777777778,Medium,Plan,MC-4518,Line 101
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,101.55,91.92,98.2,1.8,67.784,82.2222222222222,74.2182506666667,Medium,Plan,MC-4519,Line 101
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,101.25,90.94,100,0,49.4802,92.5555555555556,84.1700222222222,Medium,Plan,MC-4520,Line 101
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,100.95,91.4,97.64,2.36,69.3056,80.8888888888889,72.1876387555556,Medium,Plan,MC-4521,Line 101
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,100.65,89.62,100,0,44.5735,100,89.62,Low,Normal,MC-4522,Line 101
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,100.35,89.08,100,0,41.4288,100,89.08,Low,Normal,MC-4523,Line 102
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,99.9,90.96,97.4,2.59999999999999,72.0192,82.6666666666667,73.2385664,Medium,Plan,MC-4524,Line 101
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,99.6,92.32,100,0,59.2476,84.8333333333333,78.3181333333333,Medium,Plan,MC-4525,Line 102
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,99.15,92,99.26,0.739999999999995,61.7386,81.2777777777778,74.2222164444445,Medium,Plan,MC-4526,Line 102
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,98.7,92.02,100,0,58.5585,84.5,77.7569,Medium,Plan,MC-4527,Line 101
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,98.4,65.68,98.19,1.81,62.7004,76.2222222222222,49.15661968,High,Immediate,MC-4528,Line 102
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,97.95,92.02,100,0,59.5265,83.7222222222222,77.0411888888889,Medium,Plan,MC-4529,Line 101
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,97.65,90.9,100,0,54.3998,88.1111111111111,80.093,Medium,Plan,MC-4530,Line 102
4531,L51710,L,302.5,310.4,1487,42,152,0,0,0,0,0,0,97.2,91.52,99.32,0.679999999999993,62.454,82.6111111111111,75.0915702044445,Medium,Plan,MC-4531,Line 101
4532,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,96.9,91.6,99.54,0.459999999999994,62.624,84.4444444444444,76.995296,Medium,Plan,MC-4532,Line 101
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,96.6,91.38,99.35,0.649999999999991,59.5818,79,71.7209637,Medium,Plan,MC-4533,Line 201
4534,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,95.85,65.17,96.19,3.81,72.1875,76.3888888888889,47.8859203472222,High,Immediate,MC-4534,Line 102
4535,L51714,L,302.4,310.2,1633,28,164,0,0,0,0,0,0,95.4,89.04,100,0,45.724,90.7222222222222,80.7790666666667,Medium,Plan,MC-4535,Line 101
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,95.1,90.6,100,0,54.4086,83.5,75.651,Medium,Plan,MC-4536,Line 101
4537,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,94.8,64.96,98.43,1.56999999999999,60.9301,75.0555555555556,47.9906182933333,High,Immediate,MC-4537,Line 101
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,94.5,90.26,100,0,54.6444,86,77.6236,Medium,Plan,MC-4538,Line 101
4539,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,94.2,87.78,100,0,44.8059,100,87.78,Low,Normal,MC-4539,Line 101
4540,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,93.9,89.56,100,0,51.8992,88.4444444444444,79.2108444444444,Medium,Plan,MC-4540,Line 101
4541,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,93.6,90.08,100,0,56.248,87.7777777777778,79.0702222222222,Medium,Plan,MC-4541,Line 102
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,93.15,89.48,97.88,2.11999999999999,66.7836,79.2777777777778,69.4338751377778,Warning,Normal,MC-4542,Line 101
4543,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,92.85,89.3,100,0,51.6987,87.8333333333333,78.4351666666667,Medium,Plan,MC-4543,Line 102
4544,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,92.4,90.62,99.93,0.0699999999999932,61.5258,85.6666666666667,77.57679154,Medium,Plan,MC-4544,Line 102
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,91.95,64.39,95.39,4.61,74.3299,74.9444444444444,46.0320926272222,High,Immediate,MC-4545,Line 101
4546,L51725,L,302.5,310.5,1463,43,189,0,0,0,0,0,0,91.65,89.84,99,1,62.909,81.2777777777778,72.289756,Medium,Plan,MC-4546,Line 101
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,91.35,89.72,98.96,1.04000000000001,61.7328,79.3888888888889,70.4869429155555,Medium,Plan,MC-4547,Line 102
4548,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,90.9,87.52,95.84,4.16,77.7736,80.6111111111111,67.6159293155556,Warning,Normal,MC-4548,Line 102
4549,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,90.45,89.56,100,0,56.2092,83.9444444444444,75.1806444444444,Medium,Plan,MC-4549,Line 101
4550,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,90.15,89.54,100,0,58.0875,86.0555555555556,77.0541444444444,Medium,Plan,MC-4550,Line 101
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,89.85,89.92,99.84,0.159999999999997,60.5814,83.7222222222222,75.1625693866666,Medium,Plan,MC-4551,Line 102
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,89.4,88.58,100,0,51.3588,84.6666666666667,74.9977333333333,Medium,Plan,MC-4552,Line 102
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,88.95,86.26,100,0,42.676,100,86.26,Low,Normal,MC-4553,Line 102
4554,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,120,96.92,98.28,1.72,66.3294,81.1666666666667,77.31366552,Medium,Plan,MC-4554,Line 101
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,119.7,95.56,100,0,49.2936,97.1111111111111,92.7993777777778,Low,Normal,MC-4555,Line 101
4556,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,119.4,95.18,100,0,45.123,93.8888888888889,89.3634444444445,Low,Normal,MC-4556,Line 101
4557,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,119.1,69.82,96.52,3.48,69.0688,74.9444444444444,50.5052589644444,High,Immediate,MC-4557,Line 102
4558,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,118.65,94.9,100,0,44.3418,93.6666666666667,88.8896666666667,Low,Normal,MC-4558,Line 101
4559,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,118.35,69.67,97.61,2.39,65.0275,76.0555555555556,51.7214946127778,High,Immediate,MC-4559,Line 101
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,118.05,96.74,98.75,1.25,62.6221,79.6111111111111,76.0530915277778,Medium,Plan,MC-4560,Line 101
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,117.75,97.02,99.29,0.709999999999994,66.9143,88.7222222222222,85.46714407,Low,Normal,MC-4561,Line 101
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,117.45,95.76,100,0,51.842,89.4444444444444,85.652,Low,Normal,MC-4562,Line 101
4563,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,117.15,93.7,94.55,5.45,80.6646,77.6666666666667,68.8075018333333,Warning,Normal,MC-4563,Line 101
4564,L51743,L,302.7,310.7,1977,20,21,0,0,0,0,0,0,116.85,93.16,100,0,39.54,100,93.16,Low,Normal,MC-4564,Line 101
4565,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,116.55,96.98,99.99,0.00999999999999091,59.882,84.2222222222222,81.67054324,Medium,Plan,MC-4565,Line 101
4566,H33979,H,302.7,310.8,1275,55,25,1,0,1,0,0,0,116.25,69.25,95.34,4.66,70.125,70.8333333333333,46.76625625,High,Immediate,MC-4566,Line 201
4567,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,115.5,94.7,96.69,3.31,70.801,77.8888888888889,71.3192960333333,Medium,Plan,MC-4567,Line 101
4568,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,115.2,95.78,98.43,1.56999999999999,64.8597,80.6111111111111,75.9971358633333,Medium,Plan,MC-4568,Line 102
4569,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,114.75,95.82,100,0,56.1355,86.3888888888889,82.7778333333333,Medium,Plan,MC-4569,Line 102
4570,L51749,L,302.8,310.9,1636,35,38,0,0,0,0,0,0,114.3,95.48,100,0,57.26,90.8888888888889,86.7807111111111,Low,Normal,MC-4570,Line 101
4571,L51750,L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,114,68.8,96.16,3.83999999999999,68.4864,72.8888888888889,48.2218894222222,High,Immediate,MC-4571,Line 101
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,113.7,94.28,100,0,50.8984,94.8888888888889,89.4612444444444,Low,Normal,MC-4572,Line 101
4573,M19432,M,302.9,311,1556,36.5,44,0,0,0,0,0,0,113.4,95.54,100,0,56.794,86.4444444444444,82.5890222222222,Medium,Plan,MC-4573,Line 102
4574,H33987,H,302.8,311,1436,43.5,47,0,0,0,0,0,0,112.95,95.42,98.75,1.25,62.466,79.7777777777778,75.1724061111111,Medium,Plan,MC-4574,Line 201
4575,M19434,M,302.9,311,1402,40.7,52,0,0,0,0,0,0,112.2,95.78,99.59,0.410000000000011,57.0614,77.8888888888889,74.2961096688889,Medium,Plan,MC-4575,Line 102
4576,M19435,M,302.9,311,1437,49.9,55,0,0,0,0,0,0,111.75,93.82,96.83,3.17,71.7063,79.8333333333333,72.5253149566666,Medium,Plan,MC-4576,Line 102
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,111.3,92.04,100,0,41.9868,100,92.04,Low,Normal,MC-4577,Line 102
4578,L51757,L,303,311.2,1800,23.7,61,0,0,0,0,0,0,110.85,92.3,100,0,42.66,100,92.3,Low,Normal,MC-4578,Line 101
4579,L51758,L,303,311.2,1641,32.6,63,0,0,0,0,0,0,110.55,94,100,0,53.4966,91.1666666666667,85.6966666666667,Low,Normal,MC-4579,Line 101
4580,L51759,L,303,311.2,1374,48.2,65,1,0,1,0,0,0,110.25,68.05,97.3,2.7,66.2268,76.3333333333333,50.5423228333333,High,Immediate,MC-4580,Line 101
4581,L51760,L,303,311.2,1494,37,67,0,0,0,0,0,0,109.95,94.72,100,0,55.278,83,78.6176,Medium,Plan,MC-4581,Line 101
4582,L51761,L,303,311.2,1601,32.9,69,0,0,0,0,0,0,109.65,93.82,100,0,52.6729,88.9444444444444,83.4476777777778,Medium,Plan,MC-4582,Line 101
4583,L51762,L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,109.35,94.54,100,0,60.2946,90.7777777777778,85.8213111111111,Low,Normal,MC-4583,Line 101
4584,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,109.05,94.62,100,0,55.3059,81.5,77.1153,Medium,Plan,MC-4584,Line 102
4585,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,108.6,93.42,100,0,50.065,86.1111111111111,80.445,Medium,Plan,MC-4585,Line 101
4586,L51765,L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,108.3,93.32,100,0,50.3286,86.8333333333333,81.0328666666667,Medium,Plan,MC-4586,Line 101
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,108,93.14,97.33,2.66999999999999,67.3785,77.5,70.25620055,Medium,Plan,MC-4587,Line 101
4588,M19447,M,302.8,311,1507,33.4,82,0,0,0,0,0,0,107.7,93.4,100,0,50.3338,83.7222222222222,78.1965555555555,Medium,Plan,MC-4588,Line 102
4589,L51768,L,302.8,311,1564,38.5,85,0,0,0,0,0,0,107.25,94.3,100,0,60.214,86.8888888888889,81.9362222222222,Medium,Plan,MC-4589,Line 101
4590,L51769,L,302.8,311.1,1721,30,87,0,0,0,0,0,0,106.95,92.52,100,0,51.63,95.6111111111111,88.4594,Low,Normal,MC-4590,Line 101
4591,L51770,L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,106.65,93.66,100,0,52.5616,80.8888888888889,75.7605333333333,Medium,Plan,MC-4591,Line 101
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,106.35,89.92,100,0,37.4156,100,89.92,Low,Normal,MC-4592,Line 201
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,105.6,92.94,100,0,52.7145,86.3888888888889,80.2898333333333,Medium,Plan,MC-4593,Line 101
4594,L51773,L,303,311.2,1409,41.9,98,0,0,0,0,0,0,105.3,93.7,99.19,0.809999999999988,59.0371,78.2777777777778,72.7521729277778,Medium,Plan,MC-4594,Line 101
4595,M19454,M,303,311.2,1387,41.4,100,0,0,0,0,0,0,105,93.72,99.34,0.659999999999997,57.4218,77.0555555555556,71.7398379866667,Medium,Plan,MC-4595,Line 102
4596,M19455,M,303,311.2,1460,43.9,103,0,0,0,0,0,0,104.55,93.1,98.59,1.41,64.094,81.1111111111111,74.4496907777778,Medium,Plan,MC-4596,Line 102
4597,L51776,L,303,311.2,1361,47.6,106,1,0,1,0,0,0,104.1,66.82,97.48,2.52,64.7836,75.6111111111111,49.2501561644444,High,Immediate,MC-4597,Line 101
4598,M19457,M,303,311.1,1490,43,108,0,0,0,0,0,0,103.8,93.08,98.88,1.12,64.07,82.7777777777778,76.1866005333333,Medium,Plan,MC-4598,Line 102
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,103.35,91.72,97,3,68.8308,77.7222222222222,69.1482175555556,Warning,Normal,MC-4599,Line 101
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,103.05,90.32,95.04,4.95999999999999,79.236,78.8888888888889,67.7183232,Warning,Normal,MC-4600,Line 101
4601,L51780,L,303,311,1359,44.2,115,1,0,1,0,0,0,102.75,66.55,98.54,1.46000000000001,60.0678,75.5,49.51166935,High,Immediate,MC-4601,Line 101
4602,M19461,M,303,311.1,1372,54.3,117,1,0,1,0,0,0,102.45,66.49,95.49,4.50999999999999,74.4996,76.2222222222222,48.39448054,High,Immediate,MC-4602,Line 102
4603,M19462,M,303,311,1409,41.7,120,0,0,0,0,0,0,102,92.86,99.29,0.710000000000008,58.7553,78.2777777777778,72.1726543588889,Medium,Plan,MC-4603,Line 102
4604,H34017,H,302.9,311,1452,58.3,123,0,0,0,0,0,0,101.55,89.42,94.31,5.69,84.6516,80.6666666666667,68.0278149466667,Warning,Normal,MC-4604,Line 201
4605,L51784,L,302.9,311,1820,24.6,128,0,0,0,0,0,0,100.8,89.8,100,0,44.772,100,89.8,Low,Normal,MC-4605,Line 101
4606,H34019,H,302.9,311,1469,48.7,130,0,0,0,0,0,0,100.5,91.06,97.19,2.81,71.5403,81.6111111111111,72.2268240922222,Medium,Plan,MC-4606,Line 201
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,99.75,91.54,98.19,1.81,70.4868,86.4444444444444,77.69896892,Medium,Plan,MC-4607,Line 101
4608,L51787,L,303,311.1,1980,20.2,137,0,0,0,0,0,0,99.45,88.56,100,0,39.996,100,88.56,Low,Normal,MC-4608,Line 101
4609,M19468,M,303,311.2,1519,38,139,0,0,0,0,0,0,99.15,92.04,100,0,57.722,84.3888888888889,77.6715333333333,Medium,Plan,MC-4609,Line 102
4610,L51789,L,303,311.2,1456,44,142,0,0,0,0,0,0,98.7,91.52,98.56,1.44,64.064,80.8888888888889,72.9634861511111,Medium,Plan,MC-4610,Line 101
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,98.4,91.18,98.17,1.83,63.1482,77.4444444444444,69.3216110911111,Warning,Normal,MC-4611,Line 101
4612,L51791,L,303,311.3,1365,56.2,146,1,0,1,0,0,0,98.1,65.62,94.88,5.12,76.713,75.8333333333333,47.2140274666667,High,Immediate,MC-4612,Line 101
4613,L51792,L,303,311.3,2194,16.5,148,0,0,0,0,0,0,97.8,87.38,100,0,36.201,100,87.38,Low,Normal,MC-4613,Line 101
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,97.5,88.88,95.06,4.94000000000001,78.0068,77.9444444444444,65.8547373244444,Warning,Normal,MC-4614,Line 101
4615,H34028,H,303,311.2,1503,37,152,0,0,0,0,0,0,97.2,91.32,100,0,55.611,83.5,76.2522,Medium,Plan,MC-4615,Line 201
4616,L51795,L,303,311.3,1793,29.3,157,0,0,0,0,0,0,96.45,89.58,100,0,52.5349,99.6111111111111,89.2316333333333,Low,Normal,MC-4616,Line 101
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,96.15,88.54,100,0,44.8105,100,88.54,Low,Normal,MC-4617,Line 101
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,95.85,88.22,100,0,42.6623,100,88.22,Low,Normal,MC-4618,Line 102
4619,M19478,M,303,311.3,1335,53.6,164,1,0,1,0,0,0,95.4,65.08,95.66,4.34,71.556,74.1666666666667,46.1728499333333,High,Immediate,MC-4619,Line 102
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,94.95,87.26,100,0,40.5032,100,87.26,Low,Normal,MC-4620,Line 201
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,94.2,64.84,95.96,4.04000000000001,70.2736,74.2222222222222,46.1814110577778,High,Immediate,MC-4621,Line 101
4622,L51801,L,303,311.2,1341,51,174,1,0,1,0,0,0,93.9,64.78,96.46,3.53999999999999,68.391,74.5,46.55265706,High,Immediate,MC-4622,Line 101
4623,M19482,M,303,311.1,1526,37.3,176,0,0,0,0,0,0,93.6,90.42,100,0,56.9198,84.7777777777778,76.6560666666667,Medium,Plan,MC-4623,Line 102
4624,L51803,L,303,311.1,1525,40.7,179,0,0,0,0,0,0,93.15,90.7,99.57,0.430000000000007,62.0675,84.7222222222222,76.5126304166667,Medium,Plan,MC-4624,Line 101
4625,M19484,M,303,311.1,1428,39.8,181,0,0,0,0,0,0,92.85,90.72,99.84,0.159999999999997,56.8344,79.3333333333333,71.85604608,Medium,Plan,MC-4625,Line 102
4626,L51805,L,303,311.2,1511,45.7,184,0,0,0,0,0,0,92.4,89.5,98.05,1.95,69.0527,83.9444444444444,73.6652373611111,Medium,Plan,MC-4626,Line 101
4627,L51806,L,303,311.2,1664,29.8,186,0,0,0,0,0,0,92.1,88.52,100,0,49.5872,92.4444444444444,81.8318222222222,Medium,Plan,MC-4627,Line 101
4628,M19487,M,303,311.2,1592,38.9,188,0,0,0,0,0,0,91.8,90.26,100,0,61.9288,88.4444444444444,79.8299555555556,Medium,Plan,MC-4628,Line 102
4629,M19488,M,303,311.1,1597,36.7,191,0,0,0,0,0,0,91.35,89.7,100,0,58.6099,88.7222222222222,79.5838333333333,Medium,Plan,MC-4629,Line 102
4630,L51809,L,303,311.2,1735,26.1,194,0,0,0,0,0,0,90.9,87.46,100,0,45.2835,96.3888888888889,84.3017222222222,Medium,Plan,MC-4630,Line 101
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,90.6,86.92,100,0,41.6738,97.2777777777778,84.5538444444444,Medium,Plan,MC-4631,Line 101
4632,L51811,L,303,311.2,1383,44.6,198,0,0,0,0,0,0,90.3,89.16,98.38,1.61999999999999,61.6818,76.8333333333333,67.39482548,Warning,Normal,MC-4632,Line 101
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,90,64,95.65,4.34999999999999,71.421,73.8888888888889,45.2318222222222,High,Immediate,MC-4633,Line 102
4634,L51813,L,303,311.2,1382,50.5,203,0,0,0,0,0,0,89.55,87.78,96.61,3.39,69.791,76.7777777777778,65.1108247533333,Warning,Normal,MC-4634,Line 101
4635,L51814,L,303,311.2,1755,30.4,205,0,0,0,0,0,0,89.25,87.88,100,0,53.352,97.5,85.683,Low,Normal,MC-4635,Line 101
